Series_reference,Period,Data_value
BDCQ.SED2RAS,2018.12,
BDCQ.SED2RAS,2019.03,
BDCQ.SED2RAS,2019.06,
BDCQ.SED2RAS,2019.09,
BDCQ.SED2RAS,2019.12,
BDCQ.SED2RAS,2020.03,
BDCQ.SED2RAS,2020.06,
BDCQ.SED2RAS,2020.09,
BDCQ.SED2RAS,2020.12,
BDCQ.SED2RAT,2011.06,
BDCQ.SED2RAT,2011.09,
BDCQ.SED2RAT,2011.12,
BDCQ.SED2RAT,2012.03,
BDCQ.SED2RAT,2012.06,
BDCQ.SED2RAT,2012.09,
BDCQ.SED2RAT,2012.12,
BDCQ.SED2RAT,2013.03,
BDCQ.SED2RAT,2013.06,
BDCQ.SED2RAT,2013.09,
BDCQ.SED2RAT,2013.12,
BDCQ.SED2RAT,2014.03,
BDCQ.SED2RAT,2014.06,
BDCQ.SED2RAT,2014.09,
BDCQ.SED2RAT,2014.12,
BDCQ.SED2RAT,2015.03,
BDCQ.SED2RAT,2015.06,
BDCQ.SED2RAT,2015.09,
BDCQ.SED2RAT,2015.12,
BDCQ.SED2RAT,2016.03,
BDCQ.SED2RAT,2016.06,
BDCQ.SED2RAT,2016.09,
BDCQ.SED2RAT,2016.12,
BDCQ.SED2RAT,2017.03,
BDCQ.SED2RAT,2017.06,
BDCQ.SED2RAT,2017.09,
BDCQ.SED2RAT,2017.12,
BDCQ.SED2RAT,2018.03,
BDCQ.SED2RAT,2018.06,
BDCQ.SED2RAT,2018.09,
BDCQ.SED2RAT,2018.12,
BDCQ.SED2RAT,2019.03,
BDCQ.SED2RAT,2019.06,
BDCQ.SED2RAT,2019.09,
BDCQ.SED2RAT,2019.12,
BDCQ.SED2RAT,2020.03,
BDCQ.SED2RAT,2020.06,
BDCQ.SED2RAT,2020.09,
BDCQ.SED2RAT,2020.12,
BDCQ.SED2RBA,2011.06,7448.325709
BDCQ.SED2RBA,2011.09,7649.753267
BDCQ.SED2RBA,2011.12,7940.553904
BDCQ.SED2RBA,2012.03,7556.196508
BDCQ.SED2RBA,2012.06,7824.07677
BDCQ.SED2RBA,2012.09,7935.206637
BDCQ.SED2RBA,2012.12,8294.170097
BDCQ.SED2RBA,2013.03,7847.737777
BDCQ.SED2RBA,2013.06,8163.695787
BDCQ.SED2RBA,2013.09,8320.107829
BDCQ.SED2RBA,2013.12,8785.591006
BDCQ.SED2RBA,2014.03,8149.234707
BDCQ.SED2RBA,2014.06,8611.045965
BDCQ.SED2RBA,2014.09,8865.640607
BDCQ.SED2RBA,2014.12,9281.912901
BDCQ.SED2RBA,2015.03,8684.99528
BDCQ.SED2RBA,2015.06,9134.707042
BDCQ.SED2RBA,2015.09,9546.185017
BDCQ.SED2RBA,2015.12,9752.020034
BDCQ.SED2RBA,2016.03,9511.624162
BDCQ.SED2RBA,2016.06,9745.832945
BDCQ.SED2RBA,2016.09,10035.08025
BDCQ.SED2RBA,2016.12,10365.66049
BDCQ.SED2RBA,2017.03,10041.50573
BDCQ.SED2RBA,2017.06,10394.53961
BDCQ.SED2RBA,2017.09,10660.34644
BDCQ.SED2RBA,2017.12,11094.27105
BDCQ.SED2RBA,2018.03,10662.17188
BDCQ.SED2RBA,2018.06,11035.21274
BDCQ.SED2RBA,2018.09,11307.76349
BDCQ.SED2RBA,2018.12,11905.28052
BDCQ.SED2RBA,2019.03,11077.34213
BDCQ.SED2RBA,2019.06,11691.35235
BDCQ.SED2RBA,2019.09,11980.04951
BDCQ.SED2RBA,2019.12,12857.45917
BDCQ.SED2RBA,2020.03,11855.68436
BDCQ.SED2RBA,2020.06,11722.7833
BDCQ.SED2RBA,2020.09,12410.83744
BDCQ.SED2RBA,2020.12,12583.43783
BDCQ.SED2RBA,2021.03,12446.4762
BDCQ.SED2RBA,2021.06,12962.87096
BDCQ.SED2RBS,2011.06,
BDCQ.SED2RBS,2011.09,
BDCQ.SED2RBS,2011.12,
BDCQ.SED2RBS,2012.03,
BDCQ.SED2RBS,2012.06,
BDCQ.SED2RBS,2012.09,
BDCQ.SED2RBS,2012.12,
BDCQ.SED2RBS,2013.03,
BDCQ.SED2RBS,2013.06,
BDCQ.SED2RBS,2013.09,
BDCQ.SED2RBS,2013.12,
BDCQ.SED2RBS,2014.03,
BDCQ.SED2RBS,2014.06,
BDCQ.SED2RBS,2014.09,
BDCQ.SED2RBS,2014.12,
BDCQ.SED2RBS,2015.03,
BDCQ.SED2RBS,2015.06,
BDCQ.SED2RBS,2015.09,
BDCQ.SED2RBS,2015.12,
BDCQ.SED2RBS,2016.03,
BDCQ.SED2RBS,2016.06,
BDCQ.SED2RBS,2016.09,
BDCQ.SED2RBS,2016.12,
BDCQ.SED2RBS,2017.03,
BDCQ.SED2RBS,2017.06,
BDCQ.SED2RBS,2017.09,
BDCQ.SED2RBS,2017.12,
BDCQ.SED2RBS,2018.03,
BDCQ.SED2RBS,2018.06,
BDCQ.SED2RBS,2018.09,
BDCQ.SED2RBS,2018.12,
BDCQ.SED2RBS,2019.03,
BDCQ.SED2RBS,2019.06,
BDCQ.SED2RBS,2019.09,
BDCQ.SED2RBS,2019.12,
BDCQ.SED2RBS,2020.03,
BDCQ.SED2RBS,2020.06,
BDCQ.SED2RBS,2020.09,
BDCQ.SED2RBS,2020.12,
BDCQ.SED2RBT,2011.06,
BDCQ.SED2RBT,2011.09,
BDCQ.SED2RBT,2011.12,
BDCQ.SED2RBT,2012.03,
BDCQ.SED2RBT,2012.06,
BDCQ.SED2RBT,2012.09,
BDCQ.SED2RBT,2012.12,
BDCQ.SED2RBT,2013.03,
BDCQ.SED2RBT,2013.06,
BDCQ.SED2RBT,2013.09,
BDCQ.SED2RBT,2013.12,
BDCQ.SED2RBT,2014.03,
BDCQ.SED2RBT,2014.06,
BDCQ.SED2RBT,2014.09,
BDCQ.SED2RBT,2014.12,
BDCQ.SED2RBT,2015.03,
BDCQ.SED2RBT,2015.06,
BDCQ.SED2RBT,2015.09,
BDCQ.SED2RBT,2015.12,
BDCQ.SED2RBT,2016.03,
BDCQ.SED2RBT,2016.06,
BDCQ.SED2RBT,2016.09,
BDCQ.SED2RBT,2016.12,
BDCQ.SED2RBT,2017.03,
BDCQ.SED2RBT,2017.06,
BDCQ.SED2RBT,2017.09,
BDCQ.SED2RBT,2017.12,
BDCQ.SED2RBT,2018.03,
BDCQ.SED2RBT,2018.06,
BDCQ.SED2RBT,2018.09,
BDCQ.SED2RBT,2018.12,
BDCQ.SED2RBT,2019.03,
BDCQ.SED2RBT,2019.06,
BDCQ.SED2RBT,2019.09,
BDCQ.SED2RBT,2019.12,
BDCQ.SED2RBT,2020.03,
BDCQ.SED2RBT,2020.06,
BDCQ.SED2RBT,2020.09,
BDCQ.SED2RBT,2020.12,
BDCQ.SED2RCA,2011.06,1790.584264
BDCQ.SED2RCA,2011.09,1820.090085
BDCQ.SED2RCA,2011.12,1918.024338
BDCQ.SED2RCA,2012.03,1830.683703
BDCQ.SED2RCA,2012.06,1885.359905
BDCQ.SED2RCA,2012.09,1888.107212
BDCQ.SED2RCA,2012.12,2005.120463
BDCQ.SED2RCA,2013.03,1867.245867
BDCQ.SED2RCA,2013.06,1940.542391
BDCQ.SED2RCA,2013.09,1960.077172
BDCQ.SED2RCA,2013.12,2116.52437
BDCQ.SED2RCA,2014.03,1947.692057
BDCQ.SED2RCA,2014.06,2040.367225
BDCQ.SED2RCA,2014.09,2089.467919
BDCQ.SED2RCA,2014.12,2226.434588
BDCQ.SED2RCA,2015.03,2042.506946
BDCQ.SED2RCA,2015.06,2142.138092
BDCQ.SED2RCA,2015.09,2224.32598
BDCQ.SED2RCA,2015.12,2280.56934
BDCQ.SED2RCA,2016.03,2220.61211
BDCQ.SED2RCA,2016.06,2263.963389
BDCQ.SED2RCA,2016.09,2287.747104
BDCQ.SED2RCA,2016.12,2429.891614
BDCQ.SED2RCA,2017.03,2331.748251
BDCQ.SED2RCA,2017.06,2441.131017
BDCQ.SED2RCA,2017.09,2455.306892
BDCQ.SED2RCA,2017.12,2625.692357
BDCQ.SED2RCA,2018.03,2445.462158
BDCQ.SED2RCA,2018.06,2603.749656
BDCQ.SED2RCA,2018.09,2629.798033
BDCQ.SED2RCA,2018.12,2834.441392
BDCQ.SED2RCA,2019.03,2646.501073
BDCQ.SED2RCA,2019.06,2784.19321
BDCQ.SED2RCA,2019.09,2827.043619
BDCQ.SED2RCA,2019.12,3073.952192
BDCQ.SED2RCA,2020.03,2820.162198
BDCQ.SED2RCA,2020.06,2849.538853
BDCQ.SED2RCA,2020.09,3045.12835
BDCQ.SED2RCA,2020.12,3108.081302
BDCQ.SED2RCA,2021.03,3038.961216
BDCQ.SED2RCA,2021.06,3170.97518
BDCQ.SED2RCS,2011.06,
BDCQ.SED2RCS,2011.09,
BDCQ.SED2RCS,2011.12,
BDCQ.SED2RCS,2012.03,
BDCQ.SED2RCS,2012.06,
BDCQ.SED2RCS,2012.09,
BDCQ.SED2RCS,2012.12,
BDCQ.SED2RCS,2013.03,
BDCQ.SED2RCS,2013.06,
BDCQ.SED2RCS,2013.09,
BDCQ.SED2RCS,2013.12,
BDCQ.SED2RCS,2014.03,
BDCQ.SED2RCS,2014.06,
BDCQ.SED2RCS,2014.09,
BDCQ.SED2RCS,2014.12,
BDCQ.SED2RCS,2015.03,
BDCQ.SED2RCS,2015.06,
BDCQ.SED2RCS,2015.09,
BDCQ.SED2RCS,2015.12,
BDCQ.SED2RCS,2016.03,
BDCQ.SED2RCS,2016.06,
BDCQ.SED2RCS,2016.09,
BDCQ.SED2RCS,2016.12,
BDCQ.SED2RCS,2017.03,
BDCQ.SED2RCS,2017.06,
BDCQ.SED2RCS,2017.09,
BDCQ.SED2RCS,2017.12,
BDCQ.SED2RCS,2018.03,
BDCQ.SED2RCS,2018.06,
BDCQ.SED2RCS,2018.09,
BDCQ.SED2RCS,2018.12,
BDCQ.SED2RCS,2019.03,
BDCQ.SED2RCS,2019.06,
BDCQ.SED2RCS,2019.09,
BDCQ.SED2RCS,2019.12,
BDCQ.SED2RCS,2020.03,
BDCQ.SED2RCS,2020.06,
BDCQ.SED2RCS,2020.09,
BDCQ.SED2RCS,2020.12,
BDCQ.SED2RCT,2011.06,
BDCQ.SED2RCT,2011.09,
BDCQ.SED2RCT,2011.12,
BDCQ.SED2RCT,2012.03,
BDCQ.SED2RCT,2012.06,
BDCQ.SED2RCT,2012.09,
BDCQ.SED2RCT,2012.12,
BDCQ.SED2RCT,2013.03,
BDCQ.SED2RCT,2013.06,
BDCQ.SED2RCT,2013.09,
BDCQ.SED2RCT,2013.12,
BDCQ.SED2RCT,2014.03,
BDCQ.SED2RCT,2014.06,
BDCQ.SED2RCT,2014.09,
BDCQ.SED2RCT,2014.12,
BDCQ.SED2RCT,2015.03,
BDCQ.SED2RCT,2015.06,
BDCQ.SED2RCT,2015.09,
BDCQ.SED2RCT,2015.12,
BDCQ.SED2RCT,2016.03,
BDCQ.SED2RCT,2016.06,
BDCQ.SED2RCT,2016.09,
BDCQ.SED2RCT,2016.12,
BDCQ.SED2RCT,2017.03,
BDCQ.SED2RCT,2017.06,
BDCQ.SED2RCT,2017.09,
BDCQ.SED2RCT,2017.12,
BDCQ.SED2RCT,2018.03,
BDCQ.SED2RCT,2018.06,
BDCQ.SED2RCT,2018.09,
BDCQ.SED2RCT,2018.12,
BDCQ.SED2RCT,2019.03,
BDCQ.SED2RCT,2019.06,
BDCQ.SED2RCT,2019.09,
BDCQ.SED2RCT,2019.12,
BDCQ.SED2RCT,2020.03,
BDCQ.SED2RCT,2020.06,
BDCQ.SED2RCT,2020.09,
BDCQ.SED2RCT,2020.12,
BDCQ.SED2RDA,2011.06,1126.025173
BDCQ.SED2RDA,2011.09,1105.271393
BDCQ.SED2RDA,2011.12,1152.859466
BDCQ.SED2RDA,2012.03,1099.354651
BDCQ.SED2RDA,2012.06,1168.20787
BDCQ.SED2RDA,2012.09,1141.776759
BDCQ.SED2RDA,2012.12,1202.930979
BDCQ.SED2RDA,2013.03,1131.582782
BDCQ.SED2RDA,2013.06,1196.576602
BDCQ.SED2RDA,2013.09,1179.630007
BDCQ.SED2RDA,2013.12,1268.430227
BDCQ.SED2RDA,2014.03,1167.751139
BDCQ.SED2RDA,2014.06,1259.998688
BDCQ.SED2RDA,2014.09,1257.087659
BDCQ.SED2RDA,2014.12,1332.623501
BDCQ.SED2RDA,2015.03,1228.427188
BDCQ.SED2RDA,2015.06,1330.993276
BDCQ.SED2RDA,2015.09,1350.883834
BDCQ.SED2RDA,2015.12,1382.865866
BDCQ.SED2RDA,2016.03,1361.384555
BDCQ.SED2RDA,2016.06,1425.06522
BDCQ.SED2RDA,2016.09,1424.069688
BDCQ.SED2RDA,2016.12,1485.306074
BDCQ.SED2RDA,2017.03,1433.00241
BDCQ.SED2RDA,2017.06,1531.668942
BDCQ.SED2RDA,2017.09,1526.239962
BDCQ.SED2RDA,2017.12,1614.709714
BDCQ.SED2RDA,2018.03,1493.659943
BDCQ.SED2RDA,2018.06,1655.28835
BDCQ.SED2RDA,2018.09,1642.237698
BDCQ.SED2RDA,2018.12,1760.193303
BDCQ.SED2RDA,2019.03,1624.18235
BDCQ.SED2RDA,2019.06,1773.258067
BDCQ.SED2RDA,2019.09,1767.100262
BDCQ.SED2RDA,2019.12,1897.471021
BDCQ.SED2RDA,2020.03,1736.34873
BDCQ.SED2RDA,2020.06,1787.071722
BDCQ.SED2RDA,2020.09,1884.147277
BDCQ.SED2RDA,2020.12,1920.493457
BDCQ.SED2RDA,2021.03,1894.90303
BDCQ.SED2RDA,2021.06,2051.657013
BDCQ.SED2RDS,2011.06,
BDCQ.SED2RDS,2011.09,
BDCQ.SED2RDS,2011.12,
BDCQ.SED2RDS,2012.03,
BDCQ.SED2RDS,2012.06,
BDCQ.SED2RDS,2012.09,
BDCQ.SED2RDS,2012.12,
BDCQ.SED2RDS,2013.03,
BDCQ.SED2RDS,2013.06,
BDCQ.SED2RDS,2013.09,
BDCQ.SED2RDS,2013.12,
BDCQ.SED2RDS,2014.03,
BDCQ.SED2RDS,2014.06,
BDCQ.SED2RDS,2014.09,
BDCQ.SED2RDS,2014.12,
BDCQ.SED2RDS,2015.03,
BDCQ.SED2RDS,2015.06,
BDCQ.SED2RDS,2015.09,
BDCQ.SED2RDS,2015.12,
BDCQ.SED2RDS,2016.03,
BDCQ.SED2RDS,2016.06,
BDCQ.SED2RDS,2016.09,
BDCQ.SED2RDS,2016.12,
BDCQ.SED2RDS,2017.03,
BDCQ.SED2RDS,2017.06,
BDCQ.SED2RDS,2017.09,
BDCQ.SED2RDS,2017.12,
BDCQ.SED2RDS,2018.03,
BDCQ.SED2RDS,2018.06,
BDCQ.SED2RDS,2018.09,
BDCQ.SED2RDS,2018.12,
BDCQ.SED2RDS,2019.03,
BDCQ.SED2RDS,2019.06,
BDCQ.SED2RDS,2019.09,
BDCQ.SED2RDS,2019.12,
BDCQ.SED2RDS,2020.03,
BDCQ.SED2RDS,2020.06,
BDCQ.SED2RDS,2020.09,
BDCQ.SED2RDS,2020.12,
BDCQ.SED2RDT,2011.06,
BDCQ.SED2RDT,2011.09,
BDCQ.SED2RDT,2011.12,
BDCQ.SED2RDT,2012.03,
BDCQ.SED2RDT,2012.06,
BDCQ.SED2RDT,2012.09,
BDCQ.SED2RDT,2012.12,
BDCQ.SED2RDT,2013.03,
BDCQ.SED2RDT,2013.06,
BDCQ.SED2RDT,2013.09,
BDCQ.SED2RDT,2013.12,
BDCQ.SED2RDT,2014.03,
BDCQ.SED2RDT,2014.06,
BDCQ.SED2RDT,2014.09,
BDCQ.SED2RDT,2014.12,
BDCQ.SED2RDT,2015.03,
BDCQ.SED2RDT,2015.06,
BDCQ.SED2RDT,2015.09,
BDCQ.SED2RDT,2015.12,
BDCQ.SED2RDT,2016.03,
BDCQ.SED2RDT,2016.06,
BDCQ.SED2RDT,2016.09,
BDCQ.SED2RDT,2016.12,
BDCQ.SED2RDT,2017.03,
BDCQ.SED2RDT,2017.06,
BDCQ.SED2RDT,2017.09,
BDCQ.SED2RDT,2017.12,
BDCQ.SED2RDT,2018.03,
BDCQ.SED2RDT,2018.06,
BDCQ.SED2RDT,2018.09,
BDCQ.SED2RDT,2018.12,
BDCQ.SED2RDT,2019.03,
BDCQ.SED2RDT,2019.06,
BDCQ.SED2RDT,2019.09,
BDCQ.SED2RDT,2019.12,
BDCQ.SED2RDT,2020.03,
BDCQ.SED2RDT,2020.06,
BDCQ.SED2RDT,2020.09,
BDCQ.SED2RDT,2020.12,
BDCQ.SED2REA,2011.06,173.783575
BDCQ.SED2REA,2011.09,172.136866
BDCQ.SED2REA,2011.12,185.02756
BDCQ.SED2REA,2012.03,178.546654
BDCQ.SED2REA,2012.06,180.8284
BDCQ.SED2REA,2012.09,175.817668
BDCQ.SED2REA,2012.12,191.965105
BDCQ.SED2REA,2013.03,181.8588
BDCQ.SED2REA,2013.06,184.387259
BDCQ.SED2REA,2013.09,181.447239
BDCQ.SED2REA,2013.12,201.539778
BDCQ.SED2REA,2014.03,187.782584
BDCQ.SED2REA,2014.06,192.24001
BDCQ.SED2REA,2014.09,192.388075
BDCQ.SED2REA,2014.12,208.281516
BDCQ.SED2REA,2015.03,193.992897
BDCQ.SED2REA,2015.06,201.468303
BDCQ.SED2REA,2015.09,201.150739
BDCQ.SED2REA,2015.12,209.959345
BDCQ.SED2REA,2016.03,207.58674
BDCQ.SED2REA,2016.06,210.464384
BDCQ.SED2REA,2016.09,205.343098
BDCQ.SED2REA,2016.12,221.88039
BDCQ.SED2REA,2017.03,214.724307
BDCQ.SED2REA,2017.06,222.476843
BDCQ.SED2REA,2017.09,219.637944
BDCQ.SED2REA,2017.12,240.298131
BDCQ.SED2REA,2018.03,232.304154
BDCQ.SED2REA,2018.06,236.55175
BDCQ.SED2REA,2018.09,235.018675
BDCQ.SED2REA,2018.12,259.32178
BDCQ.SED2REA,2019.03,242.671618
BDCQ.SED2REA,2019.06,256.010151
BDCQ.SED2REA,2019.09,252.158918
BDCQ.SED2REA,2019.12,279.797188
BDCQ.SED2REA,2020.03,259.822235
BDCQ.SED2REA,2020.06,260.022123
BDCQ.SED2REA,2020.09,275.682332
BDCQ.SED2REA,2020.12,285.500895
BDCQ.SED2REA,2021.03,284.511074
BDCQ.SED2REA,2021.06,289.561463
BDCQ.SED2RES,2011.06,
BDCQ.SED2RES,2011.09,
BDCQ.SED2RES,2011.12,
BDCQ.SED2RES,2012.03,
BDCQ.SED2RES,2012.06,
BDCQ.SED2RES,2012.09,
BDCQ.SED2RES,2012.12,
BDCQ.SED2RES,2013.03,
BDCQ.SED2RES,2013.06,
BDCQ.SED2RES,2013.09,
BDCQ.SED2RES,2013.12,
BDCQ.SED2RES,2014.03,
BDCQ.SED2RES,2014.06,
BDCQ.SED2RES,2014.09,
BDCQ.SED2RES,2014.12,
BDCQ.SED2RES,2015.03,
BDCQ.SED2RES,2015.06,
BDCQ.SED2RES,2015.09,
BDCQ.SED2RES,2015.12,
BDCQ.SED2RES,2016.03,
BDCQ.SED2RES,2016.06,
BDCQ.SED2RES,2016.09,
BDCQ.SED2RES,2016.12,
BDCQ.SED2RES,2017.03,
BDCQ.SED2RES,2017.06,
BDCQ.SED2RES,2017.09,
BDCQ.SED2RES,2017.12,
BDCQ.SED2RES,2018.03,
BDCQ.SED2RES,2018.06,
BDCQ.SED2RES,2018.09,
BDCQ.SED2RES,2018.12,
BDCQ.SED2RES,2019.03,
BDCQ.SED2RES,2019.06,
BDCQ.SED2RES,2019.09,
BDCQ.SED2RES,2019.12,
BDCQ.SED2RES,2020.03,
BDCQ.SED2RES,2020.06,
BDCQ.SED2RES,2020.09,
BDCQ.SED2RES,2020.12,
BDCQ.SED2RET,2011.06,
BDCQ.SED2RET,2011.09,
BDCQ.SED2RET,2011.12,
BDCQ.SED2RET,2012.03,
BDCQ.SED2RET,2012.06,
BDCQ.SED2RET,2012.09,
BDCQ.SED2RET,2012.12,
BDCQ.SED2RET,2013.03,
BDCQ.SED2RET,2013.06,
BDCQ.SED2RET,2013.09,
BDCQ.SED2RET,2013.12,
BDCQ.SED2RET,2014.03,
BDCQ.SED2RET,2014.06,
BDCQ.SED2RET,2014.09,
BDCQ.SED2RET,2014.12,
BDCQ.SED2RET,2015.03,
BDCQ.SED2RET,2015.06,
BDCQ.SED2RET,2015.09,
BDCQ.SED2RET,2015.12,
BDCQ.SED2RET,2016.03,
BDCQ.SED2RET,2016.06,
BDCQ.SED2RET,2016.09,
BDCQ.SED2RET,2016.12,
BDCQ.SED2RET,2017.03,
BDCQ.SED2RET,2017.06,
BDCQ.SED2RET,2017.09,
BDCQ.SED2RET,2017.12,
BDCQ.SED2RET,2018.03,
BDCQ.SED2RET,2018.06,
BDCQ.SED2RET,2018.09,
BDCQ.SED2RET,2018.12,
BDCQ.SED2RET,2019.03,
BDCQ.SED2RET,2019.06,
BDCQ.SED2RET,2019.09,
BDCQ.SED2RET,2019.12,
BDCQ.SED2RET,2020.03,
BDCQ.SED2RET,2020.06,
BDCQ.SED2RET,2020.09,
BDCQ.SED2RET,2020.12,
BDCQ.SED2RFA,2011.06,672.260973
BDCQ.SED2RFA,2011.09,637.151539
BDCQ.SED2RFA,2011.12,677.363996
BDCQ.SED2RFA,2012.03,665.866227
BDCQ.SED2RFA,2012.06,694.293588
BDCQ.SED2RFA,2012.09,654.07464
BDCQ.SED2RFA,2012.12,703.162991
BDCQ.SED2RFA,2013.03,692.652146
BDCQ.SED2RFA,2013.06,709.457076
BDCQ.SED2RFA,2013.09,672.667006
BDCQ.SED2RFA,2013.12,740.209375
BDCQ.SED2RFA,2014.03,708.150846
BDCQ.SED2RFA,2014.06,735.932084
BDCQ.SED2RFA,2014.09,708.604935
BDCQ.SED2RFA,2014.12,757.938384
BDCQ.SED2RFA,2015.03,735.577833
BDCQ.SED2RFA,2015.06,772.8036
BDCQ.SED2RFA,2015.09,753.323592
BDCQ.SED2RFA,2015.12,779.374879
BDCQ.SED2RFA,2016.03,796.37136
BDCQ.SED2RFA,2016.06,803.191665
BDCQ.SED2RFA,2016.09,773.679209
BDCQ.SED2RFA,2016.12,818.634158
BDCQ.SED2RFA,2017.03,823.851459
BDCQ.SED2RFA,2017.06,849.301144
BDCQ.SED2RFA,2017.09,822.131194
BDCQ.SED2RFA,2017.12,890.370571
BDCQ.SED2RFA,2018.03,869.659624
BDCQ.SED2RFA,2018.06,907.055939
BDCQ.SED2RFA,2018.09,882.530042
BDCQ.SED2RFA,2018.12,963.186688
BDCQ.SED2RFA,2019.03,921.821855
BDCQ.SED2RFA,2019.06,971.31247
BDCQ.SED2RFA,2019.09,943.124827
BDCQ.SED2RFA,2019.12,1040.54135
BDCQ.SED2RFA,2020.03,980.248729
BDCQ.SED2RFA,2020.06,1002.99003
BDCQ.SED2RFA,2020.09,1026.814787
BDCQ.SED2RFA,2020.12,1055.444313
BDCQ.SED2RFA,2021.03,1072.032453
BDCQ.SED2RFA,2021.06,1125.188296
BDCQ.SED2RFS,2011.06,
BDCQ.SED2RFS,2011.09,
BDCQ.SED2RFS,2011.12,
BDCQ.SED2RFS,2012.03,
BDCQ.SED2RFS,2012.06,
BDCQ.SED2RFS,2012.09,
BDCQ.SED2RFS,2012.12,
BDCQ.SED2RFS,2013.03,
BDCQ.SED2RFS,2013.06,
BDCQ.SED2RFS,2013.09,
BDCQ.SED2RFS,2013.12,
BDCQ.SED2RFS,2014.03,
BDCQ.SED2RFS,2014.06,
BDCQ.SED2RFS,2014.09,
BDCQ.SED2RFS,2014.12,
BDCQ.SED2RFS,2015.03,
BDCQ.SED2RFS,2015.06,
BDCQ.SED2RFS,2015.09,
BDCQ.SED2RFS,2015.12,
BDCQ.SED2RFS,2016.03,
BDCQ.SED2RFS,2016.06,
BDCQ.SED2RFS,2016.09,
BDCQ.SED2RFS,2016.12,
BDCQ.SED2RFS,2017.03,
BDCQ.SED2RFS,2017.06,
BDCQ.SED2RFS,2017.09,
BDCQ.SED2RFS,2017.12,
BDCQ.SED2RFS,2018.03,
BDCQ.SED2RFS,2018.06,
BDCQ.SED2RFS,2018.09,
BDCQ.SED2RFS,2018.12,
BDCQ.SED2RFS,2019.03,
BDCQ.SED2RFS,2019.06,
BDCQ.SED2RFS,2019.09,
BDCQ.SED2RFS,2019.12,
BDCQ.SED2RFS,2020.03,
BDCQ.SED2RFS,2020.06,
BDCQ.SED2RFS,2020.09,
BDCQ.SED2RFS,2020.12,
BDCQ.SED2RFT,2011.06,
BDCQ.SED2RFT,2011.09,
BDCQ.SED2RFT,2011.12,
BDCQ.SED2RFT,2012.03,
BDCQ.SED2RFT,2012.06,
BDCQ.SED2RFT,2012.09,
BDCQ.SED2RFT,2012.12,
BDCQ.SED2RFT,2013.03,
BDCQ.SED2RFT,2013.06,
BDCQ.SED2RFT,2013.09,
BDCQ.SED2RFT,2013.12,
BDCQ.SED2RFT,2014.03,
BDCQ.SED2RFT,2014.06,
BDCQ.SED2RFT,2014.09,
BDCQ.SED2RFT,2014.12,
BDCQ.SED2RFT,2015.03,
BDCQ.SED2RFT,2015.06,
BDCQ.SED2RFT,2015.09,
BDCQ.SED2RFT,2015.12,
BDCQ.SED2RFT,2016.03,
BDCQ.SED2RFT,2016.06,
BDCQ.SED2RFT,2016.09,
BDCQ.SED2RFT,2016.12,
BDCQ.SED2RFT,2017.03,
BDCQ.SED2RFT,2017.06,
BDCQ.SED2RFT,2017.09,
BDCQ.SED2RFT,2017.12,
BDCQ.SED2RFT,2018.03,
BDCQ.SED2RFT,2018.06,
BDCQ.SED2RFT,2018.09,
BDCQ.SED2RFT,2018.12,
BDCQ.SED2RFT,2019.03,
BDCQ.SED2RFT,2019.06,
BDCQ.SED2RFT,2019.09,
BDCQ.SED2RFT,2019.12,
BDCQ.SED2RFT,2020.03,
BDCQ.SED2RFT,2020.06,
BDCQ.SED2RFT,2020.09,
BDCQ.SED2RFT,2020.12,
BDCQ.SED2RGA,2011.06,518.450967
BDCQ.SED2RGA,2011.09,511.936914
BDCQ.SED2RGA,2011.12,540.670918
BDCQ.SED2RGA,2012.03,541.016694
BDCQ.SED2RGA,2012.06,553.9622
BDCQ.SED2RGA,2012.09,548.161898
BDCQ.SED2RGA,2012.12,575.294712
BDCQ.SED2RGA,2013.03,561.816492
BDCQ.SED2RGA,2013.06,575.235329
BDCQ.SED2RGA,2013.09,572.677019
BDCQ.SED2RGA,2013.12,626.71686
BDCQ.SED2RGA,2014.03,595.901981
BDCQ.SED2RGA,2014.06,611.481625
BDCQ.SED2RGA,2014.09,608.2971
BDCQ.SED2RGA,2014.12,633.679191
BDCQ.SED2RGA,2015.03,605.152324
BDCQ.SED2RGA,2015.06,619.681864
BDCQ.SED2RGA,2015.09,620.906251
BDCQ.SED2RGA,2015.12,627.513654
BDCQ.SED2RGA,2016.03,639.083164
BDCQ.SED2RGA,2016.06,618.06898
BDCQ.SED2RGA,2016.09,611.54565
BDCQ.SED2RGA,2016.12,635.067324
BDCQ.SED2RGA,2017.03,634.954714
BDCQ.SED2RGA,2017.06,649.928039
BDCQ.SED2RGA,2017.09,647.104408
BDCQ.SED2RGA,2017.12,675.590395
BDCQ.SED2RGA,2018.03,682.183611
BDCQ.SED2RGA,2018.06,688.451854
BDCQ.SED2RGA,2018.09,676.194993
BDCQ.SED2RGA,2018.12,726.749257
BDCQ.SED2RGA,2019.03,676.97586
BDCQ.SED2RGA,2019.06,707.853404
BDCQ.SED2RGA,2019.09,708.566784
BDCQ.SED2RGA,2019.12,766.912388
BDCQ.SED2RGA,2020.03,709.997561
BDCQ.SED2RGA,2020.06,712.454185
BDCQ.SED2RGA,2020.09,744.541961
BDCQ.SED2RGA,2020.12,760.317328
BDCQ.SED2RGA,2021.03,752.955764
